SAMPLE_NO,LONGITUDE,LATITUDE,Ca_ppm,Cu_ppm,K_ppm,Mn_ppm,Ti_ppm
4106816,137.8701993,-34.5501243,14128,4.5,15041,68,1313
4107149,137.8758522,-34.5481884,95861,4.5,11324,71,1313
4108540,137.8761019,-34.5396191,64763,4.5,9462,120,1313
4106924,137.8677269,-34.5495064,41524,4.5,11476,141,1310
4107083,137.8685123,-34.5485865,9435,4.5,10214,94,1310
4106876,137.8759065,-34.5497646,41651,4.5,11507,73,1309
4107259,137.8739241,-34.5475577,41301,4.5,9948,104,1309
4106853,137.8696473,-34.549912,17616,4.5,13982,124,1308
4108344,137.874508,-34.5407835,10732,4.5,7698,53,1308
4107299,137.8741884,-34.5473262,40912,4.5,10305,108,1307
4106858,137.871008,-34.5498799,77434,4.5,25055,117,1305
4106917,137.876443,-34.5495265,54469,4.5,13964,94,1305
4107853,137.8680779,-34.5438643,61998,4.5,12919,242,1305
4107501,137.8667945,-34.546148,5769,4.5,9444,90,1304
4107113,137.8660554,-34.5484189,12080,4.5,20131,110,1303
4107409,137.8722603,-34.5466955,33924,4.5,9865,118,1303
4108521,137.8709319,-34.5397409,63104,4.5,29477,146,1303
4107537,137.8678753,-34.5458973,21285,4.5,11060,193,1302
4106953,137.8756189,-34.5493207,74867,4.5,12531,149,1300
4107256,137.8731077,-34.5475769,61990,4.5,10442,114,1300
4106878,137.8764508,-34.5497517,55197,4.5,12641,88,1299
4108574,137.8750057,-34.5394197,64159,4.5,10148,76,1298
4107430,137.8673542,-34.5465855,19602,4.5,11628,142,1295
4107542,137.8692359,-34.5458653,48688,4.5,11641,130,1295
4106883,137.8671903,-34.5497443,21684,4.5,9411,119,1293
4108575,137.8752778,-34.5394132,61304,4.5,11392,88,1293
4107275,137.8676573,-34.5474799,9903,4.5,10511,101,1292
4108451,137.87258,-34.5401528,17099,4.5,9567,59,1292
4107146,137.8750358,-34.5482076,48381,4.5,9727,147,1290
4107081,137.8679681,-34.5485993,13910,4.5,9733,100,1289
4107214,137.872299,-34.5478214,66049,4.5,8723,99,1289
4107347,137.866009,-34.5470679,11860,4.5,10099,195,1289
4107391,137.867362,-34.5468107,5149,4.5,9703,111,1289
4107112,137.8764042,-34.5484006,70663,4.5,10951,64,1286
4107647,137.8692127,-34.5451897,36488,4.5,11501,116,1285
4107330,137.8720037,-34.5471522,37239,4.5,9869,103,1283
4107486,137.8725169,-34.5462388,38537,4.5,8412,106,1283
4107428,137.86681,-34.5465983,7367,4.5,10001,85,1282
4107240,137.8687535,-34.5476794,5535,4.5,10901,76,1281
4108228,137.8723544,-34.5415103,24291,4.5,10514,113,1281
4106993,137.8758832,-34.549089,52477,4.5,11183,101,1278
4108382,137.8745003,-34.5405582,2342,4.5,7580,24,1278
4108314,137.8761484,-34.5409702,22903,4.5,9015,143,1276
4107351,137.8670976,-34.5470423,19522,4.5,20469,194,1274
4107427,137.8665378,-34.5466047,10814,4.5,10759,90,1273
4107145,137.8747637,-34.548214,44556,4.5,10152,100,1272
4108422,137.8750367,-34.5403203,47374,4.5,18594,77,1271
4107480,137.8708842,-34.5462772,43205,4.5,12231,110,1270
4108457,137.8742127,-34.5401143,28720,4.5,9728,61,1270
4107780,137.8675491,-34.5443276,60140,4.5,12460,184,1269
4108494,137.8739328,-34.5398956,52553,4.5,11680,85,1268
4107413,137.8733488,-34.5466699,32238,4.5,10366,86,1266
4108430,137.8772136,-34.540269,42015,4.5,11038,62,1265
4106990,137.8750668,-34.5491083,47503,4.5,11001,122,1264
4107124,137.8690489,-34.5483485,6741,4.5,29789,72,1264
4107274,137.8673852,-34.5474863,4355,4.5,10943,96,1264
4108306,137.8739715,-34.5410215,19929,4.5,6656,76,1264
4107751,137.8689174,-34.5445207,40280,4.5,11124,134,1263
4107547,137.8708687,-34.5458269,62580,4.5,9175,80,1262
4107820,137.868902,-34.5440704,17893,4.5,9457,101,1262
4107339,137.8744528,-34.5470946,37882,4.5,10621,111,1257
4106967,137.8688077,-34.5492556,5358,4.5,10557,92,1256
4108455,137.8736684,-34.5401271,21966,4.5,10158,66,1256
4107175,137.8723068,-34.5480466,45777,4.5,11570,175,1254
4107076,137.8666074,-34.5486312,21630,4.5,13269,97,1252
4107086,137.8693288,-34.5485673,13541,4.5,10458,79,1251
4108532,137.8739251,-34.5396704,71388,4.5,10006,58,1251
4107215,137.8725711,-34.547815,38295,4.5,10376,101,1250
4107110,137.87586,-34.5484135,65470,4.5,13905,73,1244
4108105,137.8680237,-34.5422881,30651,4.5,14718,214,1244
4107084,137.8687845,-34.5485801,4494,4.5,9150,56,1243
4107138,137.8728588,-34.5482589,77423,4.5,11149,466,1243
4107550,137.8716851,-34.5458077,49409,4.5,11675,160,1241
4107130,137.8706817,-34.5483101,33104,4.5,10126,133,1240
4107749,137.8683732,-34.5445335,25396,4.5,11359,147,1239
4106848,137.8682866,-34.549944,8865,4.5,8227,87,1238
4107726,137.8719185,-34.5446754,22714,4.5,8264,170,1237
4106810,137.8685665,-34.5501627,43722,4.5,11310,107,1235
4107213,137.8720269,-34.5478278,36023,4.5,9315,88,1234
4107440,137.8700755,-34.5465215,48826,4.5,12474,100,1234
4108499,137.8752933,-34.5398636,62230,4.5,9381,91,1230
4107278,137.8684737,-34.5474607,14225,4.5,9982,138,1226
4107309,137.8662889,-34.5472866,15052,4.5,9920,100,1224
4106898,137.8712724,-34.5496483,20704,4.5,13898,81,1223
4107105,137.8744993,-34.5484455,39564,4.5,8351,127,1223
4107784,137.8686376,-34.544302,39482,4.5,15069,128,1223
4107966,137.868871,-34.5431696,33205,4.5,11881,176,1220
4107310,137.866561,-34.5472802,11349,4.5,9246,153,1219
4107044,137.8685201,-34.5488117,13761,4.5,9465,105,1218
4107264,137.8752847,-34.5475257,53717,4.5,11414,63,1213
4108566,137.8728289,-34.5394709,74322,4.5,13063,105,1209
4108305,137.8736994,-34.5410279,13966,4.5,9362,108,1207
4108064,137.8764748,-34.5425399,5308,4.5,9789,75,1206
4106838,137.8761864,-34.5499833,45554,4.5,13331,97,1205
4106877,137.8761786,-34.5497582,55175,4.5,14809,112,1204
4107292,137.8722835,-34.5473711,47788,4.5,15924,100,1204
4107271,137.8665688,-34.5475055,5452,4.5,8821,83,1201
4107481,137.8711563,-34.5462708,43243,4.5,10967,72,1200
4107208,137.8706662,-34.5478598,39498,4.5,10393,105,1195
4106855,137.8701916,-34.5498992,33332,4.5,10424,85,1193
4107628,137.8738466,-34.5453061,14801,4.5,13701,80,1193
4107216,137.8728433,-34.5478086,40142,4.5,9206,84,1191
4107288,137.871195,-34.5473967,31948,4.5,9821,110,1191
4107224,137.8750203,-34.5477573,58814,4.5,9712,79,1189
4107929,137.8686066,-34.5434012,26454,4.5,11799,208,1189
4107099,137.8728665,-34.548484,40102,4.5,10103,89,1188
4108391,137.8769492,-34.5405005,60954,4.5,9305,65,1185
4106941,137.8723532,-34.5493976,25327,4.5,10634,108,1184
4107386,137.8660013,-34.5468427,3572,4.5,9294,85,1179
4107570,137.8673233,-34.5456848,149404,4.5,10265,125,1179
4108483,137.8709396,-34.5399661,28592,4.5,9876,71,1179
4107159,137.8679526,-34.548149,18278,4.5,12113,146,1178
4106844,137.867198,-34.5499695,33103,4.5,7912,174,1175
4107018,137.8720656,-34.5489536,53529,4.5,10948,116,1174
4107469,137.8673465,-34.5463604,159430,4.5,10033,74,1174
4108106,137.8682959,-34.5422817,32887,4.5,22456,269,1174
4107615,137.8700368,-34.5453958,63435,4.5,16975,163,1169
4107322,137.8698266,-34.5472035,27164,4.5,8501,119,1168
4108561,137.8714684,-34.539503,68163,4.5,8261,64,1163
4107073,137.876412,-34.5486259,47899,4.5,9968,79,1162
4107513,137.8711486,-34.5460456,51215,4.5,12695,156,1162
4107536,137.8676032,-34.5459037,13876,4.5,8735,117,1159
4106836,137.8756421,-34.5499961,37339,4.5,11393,72,1158
4107069,137.8753235,-34.5486515,45423,4.5,9535,128,1155
4107072,137.8761399,-34.5486323,60100,4.5,9642,100,1155
4107860,137.8699827,-34.5438195,356501,4.5,17945,928,1154
4108543,137.8769182,-34.5395999,69675,4.5,10861,87,1154
4107466,137.8665301,-34.5463796,6672,4.5,12380,111,1153
4107545,137.8700523,-34.5458461,79362,4.5,10615,78,1153
4107960,137.8672383,-34.543208,28791,4.5,9564,75,1150
4107011,137.8701606,-34.5489984,32822,4.5,14744,147,1149
4107778,137.8670048,-34.5443404,45786,4.5,11354,195,1148
4106875,137.8756344,-34.549771,35824,4.5,9461,71,1143
4106831,137.8742814,-34.5500282,70036,4.5,34478,109,1142
4108467,137.8769337,-34.5400502,92719,4.5,10416,61,1137
4107446,137.8717083,-34.5464831,34341,4.5,10530,104,1129
4107683,137.8694771,-34.5449582,29271,4.5,12393,108,1128
4107964,137.8683268,-34.5431824,36391,4.5,12603,244,1128
4107192,137.8663121,-34.5479622,10975,4.5,19236,113,1127
4106861,137.8718244,-34.5498607,15226,4.5,9455,83,1124
4107210,137.8712105,-34.547847,184876,4.5,9763,102,1119
4107331,137.8722758,-34.5471458,54696,4.5,9942,104,1119
4107071,137.8758677,-34.5486387,58384,4.5,9412,75,1118
4106805,137.8672058,-34.5501947,12524,4.5,8813,146,1115
4107163,137.8690412,-34.5481234,2857,4.5,10690,54,1113
4107167,137.8701297,-34.5480978,34829,4.5,10065,115,1112
4108558,137.8706521,-34.5395222,45498,4.5,21448,106,1112
4107709,137.8670203,-34.5447906,167810,4.5,13187,383,1109
4107746,137.8675568,-34.5445527,61047,4.5,25381,223,1106
4106818,137.8707436,-34.5501115,22871,4.5,9895,107,1105
4106812,137.8691108,-34.5501499,7588,4.5,37904,90,1097
4108354,137.8772291,-34.5407193,41630,4.5,11626,63,1097
4107263,137.8750126,-34.5475321,43404,4.5,8550,109,1095
4107345,137.8760856,-34.5470561,11854,4.5,8189,53,1094
4108002,137.8688633,-34.5429445,221676,4.5,36301,241,1093
4108033,137.867495,-34.5427512,11799,4.5,9696,163,1093
4107854,137.86835,-34.5438579,37293,4.5,13688,137,1090
4108501,137.8758375,-34.5398507,59955,4.5,8901,75,1090
4107437,137.8692591,-34.5465407,35974,4.5,9893,57,1089
4108465,137.8763895,-34.540063,51994,4.5,11232,75,1088
4106809,137.8682943,-34.5501691,23081,4.5,12128,83,1086
4107223,137.8747482,-34.5477637,45309,4.5,9638,131,1081
4107003,137.8679835,-34.5490496,17825,4.5,7841,122,1078
4107476,137.8692514,-34.5463156,55459,4.5,25252,122,1073
4107096,137.8720501,-34.5485032,48688,4.5,9496,76,1070
4107195,137.8671285,-34.547943,8274,4.5,11943,118,1069
4108338,137.8728753,-34.5408219,14914,4.5,16865,100,1067
4107294,137.8728278,-34.5473582,45269,4.5,16760,149,1066
4107166,137.8698576,-34.5481042,26960,4.5,17983,126,1063
4107313,137.8673774,-34.5472611,11654,4.5,7949,149,1063
4106859,137.8712801,-34.5498735,33040,4.5,9778,120,1062
4106901,137.8720888,-34.5496291,37135,4.5,19816,156,1062
4106969,137.869352,-34.5492428,24775,4.5,9487,121,1057
4107120,137.8679603,-34.5483741,29638,4.5,21179,112,1056
4107171,137.8712182,-34.5480722,38169,4.5,9200,120,1048
4106923,137.8674547,-34.5495128,15227,4.5,9976,83,1045
4107074,137.8660631,-34.548644,11309,4.5,6568,183,1044
4107533,137.8667868,-34.5459229,7149,4.5,9253,108,1039
4107254,137.8725634,-34.5475898,34310,4.5,18315,83,1036
4106925,137.867999,-34.5495,17375,4.5,31749,98,1030
4106973,137.8704405,-34.5492172,43922,4.5,11712,93,1021
4107098,137.8725944,-34.5484904,36753,4.5,8069,75,1021
4108514,137.8690271,-34.5397857,46239,4.5,35532,357,1021
4107926,137.8677903,-34.5434204,43844,4.5,25780,150,1020
4108353,137.876957,-34.5407257,35674,4.5,8728,59,1016
4107088,137.869873,-34.5485545,25009,4.5,8486,89,1010
4107245,137.8701142,-34.5476474,20057,4.5,9877,102,1009
4106896,137.8707281,-34.5496611,34463,4.5,9814,192,1008
4107155,137.8668641,-34.5481746,24548,4.5,18161,224,1007
4106814,137.869655,-34.5501371,6075,4.5,19625,71,1002
4107151,137.8763965,-34.5481755,68367,4.5,9400,141,1002
4108491,137.8731165,-34.5399148,48788,4.5,19929,100,1002
4107434,137.8684428,-34.5465599,13828,4.5,10960,103,1000
4108504,137.8766539,-34.5398315,81975,4.5,9535,93,1000
4107170,137.8709461,-34.5480786,16701,4.5,8490,55,994
4108332,137.8712427,-34.5408603,19385,4.5,28928,111,994
4108075,137.8696642,-34.542475,121251,4.5,10763,216,989
4108562,137.8717405,-34.5394965,45474,4.5,8910,62,987
4108007,137.8702239,-34.5429125,59060,4.5,19220,202,985
4107119,137.8676882,-34.5483805,14183,4.5,12667,104,983
4108428,137.8766694,-34.5402818,61867,4.5,11029,55,982
4106895,137.870456,-34.5496675,17142,4.5,10058,70,979
4107509,137.8689715,-34.5460968,38181,4.5,11215,99,976
4106801,137.8661172,-34.5502202,20281,4.5,39451,107,966
4107232,137.8665765,-34.5477306,23573,4.5,14041,140,966
4108392,137.8772213,-34.5404941,52463,4.5,11358,58,966
4107251,137.871747,-34.547609,33583,4.5,6602,121,958
4108505,137.876926,-34.5398251,66872,4.5,11545,82,956
4107008,137.8693442,-34.5490176,22332,4.5,9151,93,955
4107825,137.8702626,-34.5440384,26626,4.5,20685,123,955
4108493,137.8736607,-34.539902,48713,4.5,23054,125,938
4106991,137.875339,-34.5491019,43031,4.5,26807,68,935
4107932,137.869423,-34.543382,15982,4.5,10745,155,930
4107344,137.8758135,-34.5470625,25085,4.5,8263,88,918
4107225,137.8752925,-34.5477509,40041,4.5,7524,54,916
4107435,137.8687149,-34.5465535,8573,4.5,10548,75,906
4107104,137.8742272,-34.548452,32944,4.5,9738,75,904
4107972,137.8705037,-34.5431312,17633,4.5,5864,99,904
4107272,137.8668409,-34.5474991,15715,4.5,19334,110,899
4107544,137.8697802,-34.5458525,45433,4.5,8781,72,899
4106891,137.8693674,-34.5496931,13496,4.5,7897,48,898
4107439,137.8698034,-34.5465279,12166,4.5,7602,48,893
4107201,137.8687613,-34.5479046,26824,4.5,10702,129,891
4107229,137.876381,-34.5477252,34520,4.5,8542,69,885
4106846,137.8677423,-34.5499568,16492,4.5,6975,103,884
4107907,137.8729683,-34.5435239,10069,4.5,6718,102,882
4107337,137.8739086,-34.5471074,23543,4.5,5389,105,872
4108351,137.8764128,-34.5407386,25358,4.5,24637,69,872
4107436,137.868987,-34.5465471,8730,4.5,9724,69,870
4106847,137.8680145,-34.5499504,13066,4.5,6542,140,867
4107132,137.871226,-34.5482973,27071,4.5,6371,170,865
4107298,137.8739163,-34.5473326,32945,4.5,8490,63,854
4107922,137.8667018,-34.543446,29471,4.5,16414,103,844
4108537,137.8752856,-34.5396383,36609,4.5,14825,132,828
4107242,137.8692978,-34.5476666,27258,4.5,15976,86,826
4107307,137.8763655,-34.5472749,22922,4.5,8836,55,825
4106989,137.8747947,-34.5491147,50512,4.5,30918,114,824
4107168,137.8704018,-34.5480914,32025,4.5,18831,141,820
4108528,137.8728366,-34.539696,36425,4.5,20690,71,820
4106871,137.8745458,-34.5497966,29152,4.5,10690,71,816
4107886,137.8672538,-34.5436583,25357,4.5,7810,53,811
4107058,137.87233,-34.548722,28932,4.5,6006,127,810
4106926,137.8682711,-34.5494936,6822,4.5,9582,60,802
4106817,137.8704715,-34.5501179,31564,4.5,7899,89,801
4107219,137.8736597,-34.5477893,26063,4.5,7633,42,799
4107115,137.8665997,-34.5484061,25141,4.5,9954,167,792
4107237,137.8679372,-34.5476986,27536,4.5,24106,137,791
4106884,137.8674625,-34.5497379,4159,4.5,7452,54,782
4107082,137.8682402,-34.5485929,5453,4.5,7161,49,780
4106873,137.8750901,-34.5497838,36405,4.5,11701,81,778
4107300,137.8744606,-34.5473198,218621,4.5,6709,656,778
4106998,137.8666229,-34.5490816,9255,4.5,4191,93,773
4106938,137.8715368,-34.5494168,22086,4.5,11004,88,771
4107033,137.8761476,-34.5488574,36808,4.5,21943,103,771
4106934,137.8704483,-34.5494424,46352,4.5,10408,173,769
4107172,137.8714904,-34.5480658,21786,4.5,8251,93,761
4107445,137.8714362,-34.5464895,18163,4.5,10241,50,758
4107442,137.8706198,-34.5465087,11237,4.5,8149,34,754
4107617,137.8708532,-34.5453765,16273,4.5,8556,37,751
4106940,137.8720811,-34.549404,37190,4.5,14454,99,749
4107002,137.8677114,-34.549056,16934,4.5,37120,95,747
4107118,137.8674161,-34.5483869,34942,4.5,30701,125,746
4106929,137.8690876,-34.5494744,8495,4.5,7132,84,744
4108449,137.8720358,-34.5401656,15656,4.5,6497,39,736
4107042,137.8679758,-34.5488245,9034,4.5,7677,83,734
4107678,137.8681165,-34.5449902,40791,4.5,25401,206,734
4108503,137.8763818,-34.5398379,48007,4.5,13536,92,733
4107092,137.8709616,-34.5485288,24680,4.5,8839,91,723
4107196,137.8674006,-34.5479366,20356,4.5,8363,110,721
4107221,137.8742039,-34.5477765,29627,4.5,6375,64,716
4107712,137.8678367,-34.5447714,25320,4.5,7177,191,709
4107265,137.8755568,-34.5475192,21499,4.5,9013,70,703
4107189,137.8761166,-34.5479569,58172,4.5,48144,100,701
4107064,137.8739628,-34.5486836,45762,4.5,21890,83,700
4107891,137.8686144,-34.5436263,43071,4.5,33638,246,697
4107639,137.8670357,-34.5452409,23028,4.5,13635,136,695
4106850,137.8688309,-34.5499312,31771,4.5,8403,155,692
4108374,137.8723234,-34.5406095,33189,4.5,7660,51,692
4107797,137.8724473,-34.5442124,8835,4.5,7840,164,690
4107122,137.8685046,-34.5483613,17129,4.5,8718,128,689
4106920,137.8666383,-34.549532,14154,4.5,7446,79,686
4106943,137.8728975,-34.5493848,49321,4.5,10020,101,684
4107438,137.8695313,-34.5465343,13851,4.5,9431,41,684
4106821,137.87156,-34.5500922,35103,4.5,59128,108,683
4107157,137.8674083,-34.5481618,15114,4.5,10491,113,682
4107010,137.8698885,-34.5490048,30559,4.5,23051,92,678
4107177,137.872851,-34.5480338,23410,4.5,8657,45,677
4107200,137.8684892,-34.547911,20163,4.5,12469,107,677
4106856,137.8704637,-34.5498928,27312,4.5,6985,130,676
4106947,137.873986,-34.5493591,45012,4.5,6014,113,674
4106854,137.8699194,-34.5499056,13421,4.5,6701,71,671
4106958,137.8663584,-34.5493132,8905,4.5,9578,81,668
4107268,137.8763732,-34.5475,34109,4.5,6609,119,668
4107747,137.8678289,-34.5445463,94503,4.5,14313,143,668
4107812,137.866725,-34.5441215,43567,4.5,23703,217,660
4107198,137.8679449,-34.5479238,14056,4.5,8067,80,658
4107197,137.8676728,-34.5479302,21047,4.5,8367,89,655
4108029,137.8762104,-34.5427715,33218,4.5,29186,163,655
4107202,137.8690334,-34.5478982,10079,4.5,11337,90,653
4107205,137.8698498,-34.547879,35172,4.5,17894,73,650
4107472,137.8681629,-34.5463412,36525,4.5,31690,110,645
4107327,137.8711873,-34.5471715,17812,4.5,6293,95,644
4108232,137.8734428,-34.5414846,18031,4.5,14669,80,641
4107028,137.8747869,-34.5488895,25564,4.5,8081,66,640
4106948,137.8742582,-34.5493527,31587,4.5,11734,73,638
4107473,137.868435,-34.5463348,16787,4.5,8177,59,637
4107286,137.8706507,-34.5474095,58852,4.5,5708,112,621
4106903,137.8726331,-34.5496163,24227,4.5,10402,114,620
4107326,137.8709151,-34.5471779,21999,4.5,7749,228,619
4107238,137.8682093,-34.5476922,31575,4.5,9074,165,616
4107209,137.8709383,-34.5478534,27551,4.5,27392,138,613
4107449,137.8725247,-34.5464639,14239,4.5,10388,56,606
4107781,137.8678212,-34.5443212,44637,4.5,14163,160,605
4107787,137.8694539,-34.5442828,44765,4.5,12545,123,605
4107285,137.8703786,-34.5474159,36269,4.5,8711,173,596
4106968,137.8690798,-34.5492492,10380,4.5,8810,68,577
4106988,137.8745226,-34.5491211,25174,4.5,6316,60,574
4107000,137.8671671,-34.5490688,27903,4.5,9143,128,572
4107127,137.8698653,-34.5483293,9102,4.5,6931,99,572
4106980,137.8723455,-34.5491724,29539,4.5,6982,160,571
4106832,137.8745536,-34.5500217,21285,4.5,8724,71,567
4106983,137.8731619,-34.5491531,34063,4.5,8742,168,566
4106962,137.867447,-34.5492876,319920,4.5,7709,200,565
4106835,137.87537,-34.5500025,23663,4.5,23929,82,563
4107106,137.8747714,-34.5484391,33346,4.5,9320,58,558
4107207,137.8703941,-34.5478662,25250,4.5,7430,162,557
4108160,137.8734583,-34.541935,23797,4.5,63335,107,555
4107148,137.8755801,-34.5481948,52840,4.5,11737,64,551
4107154,137.8665919,-34.548181,6951,4.5,9395,80,550
4106954,137.875891,-34.5493142,60444,4.5,45940,124,539
4107277,137.8682016,-34.5474671,14479,4.5,16434,70,539
4107091,137.8706894,-34.5485352,14497,4.5,10257,79,538
4107006,137.8688,-34.5490304,18197,4.5,8942,141,533
4107080,137.8676959,-34.5486056,9225,4.5,8513,79,527
4107284,137.8701065,-34.5474223,76423,4.5,7911,188,526
4106935,137.8707204,-34.549436,31660,4.5,58455,76,519
4107348,137.8662812,-34.5470615,9065,4.5,17085,88,517
4107317,137.868466,-34.5472355,15231,4.5,10042,55,514
4106955,137.8761631,-34.5493078,26389,4.5,10473,58,495
4107005,137.8685278,-34.5490368,12517,4.5,20436,91,488
4107179,137.8733953,-34.548021,20584,4.5,10492,86,485
4107017,137.8717935,-34.54896,45679,4.5,19863,75,479
4107108,137.8753157,-34.5484263,21790,4.5,6048,45,458
4107266,137.875829,-34.5475128,42188,4.5,22645,68,458
4107128,137.8701374,-34.5483229,17885,4.5,16604,44,454
4106824,137.8723764,-34.550073,29707,4.5,39136,93,450
4107121,137.8682325,-34.5483677,20742,4.5,9375,65,445
4107217,137.8731154,-34.5478022,199212,4.5,6229,38,437
4107295,137.8730999,-34.5473518,22152,4.5,10741,122,427
4106834,137.8750978,-34.5500089,29111,4.5,22591,53,424
4107342,137.8752692,-34.5470753,25208,4.5,4978,81,422
4106927,137.8685433,-34.5494872,11069,4.5,26422,58,421
4107090,137.8704173,-34.5485417,22705,4.5,11333,92,420
4107287,137.8709229,-34.5474031,17162,4.5,20238,88,409
4106960,137.8669027,-34.5493004,9897,4.5,26224,66,406
4106956,137.8764353,-34.5493014,50111,4.5,12609,84,398
4107190,137.8763887,-34.5479504,21700,4.5,5606,99,391
4107228,137.8761089,-34.5477316,10353,4.5,5578,44,390
4107340,137.8747249,-34.5470882,31768,4.5,6327,45,390
4106974,137.8707126,-34.5492108,15299,4.5,6636,106,378
4107241,137.8690257,-34.547673,17438,4.5,5272,137,368
4106830,137.8740093,-34.5500346,33879,4.5,10082,84,365
4106976,137.8712569,-34.549198,18877,4.5,10485,50,363
4106977,137.8715291,-34.5491916,36666,4.5,82910,79,355
4107021,137.872882,-34.5489343,16105,4.5,12571,108,352
4108431,137.8671379,-34.5402808,4820,4.5,13308,146,351
4107131,137.8709538,-34.5483037,11614,4.5,9935,40,341
4106852,137.8693752,-34.5499184,24656,4.5,10628,128,336
4107316,137.8681938,-34.5472419,15579,4.5,11032,67,336
4106972,137.8701684,-34.5492236,8361,4.5,8609,55,328
4107273,137.867113,-34.5474927,14270,4.5,7032,142,326
4106952,137.8753467,-34.5493271,34910,4.5,3646,87,322
4107204,137.8695777,-34.5478854,76702,4.5,6166,48,316
4107291,137.8720114,-34.5473775,13194,4.5,7781,63,315
4106822,137.8718322,-34.5500858,18029,4.5,5543,50,310
4107305,137.8758212,-34.5472877,9215,4.5,4154,28,303
4106975,137.8709848,-34.5492044,36315,4.5,46066,113,300
4107206,137.870122,-34.5478726,11833,4.5,5679,47,295
4107260,137.8741962,-34.5475513,10841,4.5,7813,116,293
4107029,137.8750591,-34.548883,13027,4.5,10240,67,283
4107801,137.8735357,-34.5441867,10556,4.5,10093,73,274
4107191,137.8660399,-34.5479686,6197,4.5,7943,84,270
4106905,137.8731774,-34.5496035,8378,4.5,5574,142,264
4106944,137.8731696,-34.5493784,21047,4.5,5492,60,225
4106946,137.8737139,-34.5493655,15264,4.5,12234,89,219
4106995,137.8764275,-34.5490762,14573,4.5,7297,38,194
4107045,137.8687922,-34.5488053,1596,4.5,8172,73,187
4106833,137.8748257,-34.5500153,23550,4.5,6884,122,186
4107218,137.8733875,-34.5477958,9277,4.5,3031,61,186
4107234,137.8671208,-34.5477178,2170,4.5,10231,102,186
4107022,137.8731541,-34.5489279,16699,4.5,21649,36,181
4107013,137.8707049,-34.5489856,6719,4.5,9364,29,164
4107087,137.8696009,-34.5485609,12533,4.5,10040,76,162
4107338,137.8741807,-34.547101,13827,4.5,8421,46,159
4107093,137.8712337,-34.5485224,8838,4.5,7074,33,148
4106937,137.8712647,-34.5494232,6930,4.5,4189,50,139
4107335,137.8733643,-34.5471202,11633,4.5,5694,40,139
4107293,137.8725557,-34.5473646,11276,4.5,3259,50,132
4107267,137.8761011,-34.5475064,9294,4.5,3997,75,130
4107336,137.8736364,-34.5471138,9392,4.5,9794,60,128
4106987,137.8742504,-34.5491275,68524,4.5,5047,25,125
4107323,137.8700987,-34.5471971,6520,4.5,11552,51,123
4107014,137.870977,-34.5489792,10522,4.5,8372,62,122
4107315,137.8679217,-34.5472483,16640,4.5,14124,118,120
4106965,137.8682634,-34.5492684,10573,4.5,4620,33,119
4107333,137.87282,-34.547133,5693,4.5,3448,27,116
4106811,137.8688386,-34.5501563,13486,4.5,47658,48,113
4107160,137.8682248,-34.5481426,11662,4.5,6522,44,111
4107016,137.8715213,-34.5489664,12198,4.5,10542,34,110
4106936,137.8709925,-34.5494296,6495,4.5,9252,64,109
4106985,137.8737062,-34.5491403,7367,4.5,11177,62,109
4106918,137.866094,-34.5495448,3243,4.5,6904,33,102
4107019,137.8723377,-34.5489471,4608,4.5,3895,19.8,101
4106994,137.8761554,-34.5490826,19716,4.5,19361,113,99
4106963,137.8677191,-34.5492812,4867,4.5,6866,49,96
4107279,137.8687458,-34.5474543,7359,4.5,8242,73,96
4107161,137.8684969,-34.5481362,9044,4.5,5641,26,95
4106970,137.8696241,-34.5492364,4596,4.5,16941,59,81
4107255,137.8728355,-34.5475833,7770,4.5,4836,54,69
4106964,137.8679913,-34.5492748,14471,4.5,10435,42,68
4107283,137.8698343,-34.5474287,10809,4.5,10805,68,63
4106942,137.8726254,-34.5493912,8589,4.5,8988,45,61
4106932,137.869904,-34.5494552,10044,4.5,12542,69,47
4107239,137.8684814,-34.5476858,2539,4.5,9417,37,47
4107129,137.8704096,-34.5483165,30071,4.5,7273,45,42
4106930,137.8693597,-34.549468,24461,4.5,55242,85,40
4107077,137.8668795,-34.5486248,3319,4.5,5853,12.3,40
4107281,137.8692901,-34.5474415,5061,4.5,9510,43,34
4106979,137.8720733,-34.5491788,4032,4.5,10876,48,33
4106971,137.8698962,-34.54923,9586,4.5,6494,45,30
4106919,137.8663662,-34.5495384,879,4.5,3084,55,29
4107089,137.8701452,-34.5485481,4514,4.5,6238,25,29
4106933,137.8701761,-34.5494488,8595,4.5,7204,45,28
4106961,137.8671749,-34.549294,8000,4.5,20440,23,28
4106981,137.8726176,-34.549166,5365,4.5,12471,34,11
